股票代码,股票名称,最新价,总市值,每股收益,总资产,总负债,股东权益合计,净利润同比,营收同比率,总营收,总利润,净利润,净资产收益率-ROE,成交量-手,市盈率-动态,流动比率,速动比率
605118,力鼎光电,13.36,54.17亿,0.082,12.86亿,1.28亿,11.58亿,0.24,4.59,8338.68万,3695.37万,3310.42万,2.90,5988,40.91,,
605268,王力安防,12.04,52.49亿,0.080,31.15亿,13.86亿,17.28亿,225.96,115.61,3.36亿,4038.98万,3010.59万,2.70,1.88万,43.59,,
002632,道明光学,7.28,45.47亿,0.080,32.60亿,12.05亿,20.55亿,16.11,18.92,3.01亿,6003.86万,5043.26万,2.48,6.42万,22.54,1.651,0.847
002273,水晶光电,13.92,169.5亿,0.080,72.05亿,11.58亿,60.47亿,20.71,45.18,8.66亿,1.12亿,9614.58万,1.69,37.15万,44.07,2.810,2.326
002152,广电运通,10.64,264.2亿,0.080,157.94亿,40.50亿,117.44亿,40.82,11.05,12.68亿,2.61亿,2.02亿,2.01,27.72万,32.64,2.837,2.432
300516,久之洋,32.82,59.08亿,0.074,14.56亿,3.10亿,11.46亿,736.02,64.76,1.17亿,1385.63万,1336.72万,1.17,3.11万,110.49,3.716,2.652
002912,中新赛克,35.93,62.90亿,0.071,22.91亿,4.96亿,17.95亿,-61.40,21.27,1.86亿,1573.54万,1239.62万,0.70,1.23万,126.86,4.235,3.689
688010,福光股份,31.20,47.92亿,0.070,23.53亿,5.67亿,17.86亿,-21.57,13.81,1.24亿,1213.49万,1132.37万,0.63,2.50万,105.79,2.545,2.079
300691,联合光电,17.02,38.24亿,0.068,17.40亿,7.67亿,9.73亿,-,125.15,3.44亿,2114.98万,1536.23万,1.60,3.65万,62.23,1.313,0.920
603516,淳中科技,19.60,36.56亿,0.064,13.92亿,3.38亿,10.54亿,410.06,70.51,8589.50万,1478.09万,1187.45万,1.14,2.37万,76.98,9.207,8.455
002298,中电兴发,8.19,60.62亿,0.062,75.26亿,28.01亿,47.25亿,16.97,46.67,7.26亿,5245.56万,4596.27万,1.02,41.48万,32.97,1.426,1.204
300875,捷强装备,69.18,53.13亿,0.060,14.31亿,5886.55万,13.72亿,-,343.96,617.98万,487.49万,428.71万,0.30,1.11万,309.81,23.68,23.08
300075,数字政通,11.88,57.20亿,0.055,39.90亿,8.29亿,31.61亿,9.07,22.15,2.24亿,3187.37万,2658.84万,0.85,13.93万,53.78,4.260,3.864
002654,万润科技,4.10,35.24亿,0.052,41.66亿,19.28亿,22.39亿,-,8.19,10.14亿,7212.45万,4454.34万,2.17,14.97万,19.78,1.769,1.660
002819,东方中科,36.76,58.71亿,0.047,10.76亿,4.73亿,6.03亿,26.13,30.46,2.75亿,1178.96万,756.54万,1.24,1.52万,194.01,2.177,1.939
002362,汉王科技,17.67,43.20亿,0.045,20.60亿,3.55亿,17.06亿,-,66.68,3.67亿,3682.22万,1109.09万,0.73,2.60万,97.37,4.990,3.698
688038,中科通达,23.73,27.62亿,0.045,10.00亿,4.90亿,5.09亿,97.34,179.98,6254.32万,573.48万,518.35万,1.02,3.46万,133.19,1.538,1.331
300078,思创医惠,7.32,63.64亿,0.040,53.60亿,21.33亿,32.27亿,42.16,-1.25,3.29亿,3348.73万,3146.25万,1.01,18.78万,50.57,3.631,3.392
300667,必创科技,24.73,49.16亿,0.040,15.97亿,4.36亿,11.60亿,-,7.32,1.59亿,991.56万,734.38万,0.64,4.82万,167.35,2.537,1.826
300397,天和防务,19.35,92.70亿,0.030,19.19亿,4.19亿,14.99亿,-39.82,-48.50,1.47亿,1805.36万,1482.12万,1.16,38.83万,156.36,2.547,1.823
600501,航天晨光,8.93,37.62亿,0.030,47.76亿,24.17亿,23.59亿,-,31.78,6.12亿,1245.71万,1332.51万,0.62,6.09万,70.58,1.260,0.855
300420,五洋停车,3.86,43.09亿,0.029,38.86亿,11.38亿,27.48亿,30.17,13.72,2.32亿,3521.15万,3186.83万,1.23,22.05万,33.81,2.408,1.825
600602,云赛智联,5.31,72.62亿,0.027,62.16亿,16.65亿,45.51亿,57.58,23.92,11.82亿,4277.57万,3618.57万,0.84,4.14万,50.17,3.359,2.967
300053,欧比特,10.82,75.97亿,0.025,38.88亿,8.37亿,30.50亿,-7.42,7.92,1.40亿,1881.73万,1722.19万,0.57,32.64万,110.29,2.412,1.803
002253,川大智胜,14.52,32.76亿,0.024,17.73亿,2.74亿,14.98亿,75.55,36.00,5033.57万,528.00万,535.89万,0.37,5.04万,152.83,4.312,2.674
002137,实益达,5.79,33.44亿,0.023,19.37亿,4.09亿,15.28亿,-39.11,-2.09,2.06亿,1324.35万,1303.13万,0.89,6.54万,64.15,2.665,2.392
688039,当虹科技,64.30,51.44亿,0.020,15.72亿,9739.30万,14.75亿,-16.77,90.26,6175.05万,158.93万,144.27万,0.10,1.86万,891.39,14.35,13.93
600804,鹏博士,4.63,66.32亿,0.020,125.92亿,115.91亿,10.01亿,-67.22,-12.31,11.71亿,2403.81万,2666.50万,2.92,27.28万,62.18,0.520,0.518
000032,深桑达Ａ,17.81,190.8亿,0.019,25.53亿,7.40亿,18.13亿,10.59,25.24,3.22亿,2810.54万,1982.97万,1.25,1.56万,240.53,2.484,2.382
300229,拓尔思,10.15,72.78亿,0.018,35.94亿,12.62亿,23.32亿,47.21,10.81,1.54亿,1510.79万,1258.47万,0.58,18.70万,144.57,3.425,3.187
300448,浩云科技,7.93,54.91亿,0.016,17.01亿,2.10亿,14.91亿,-,206.92,1.34亿,1196.01万,1094.38万,0.77,16.00万,125.45,5.566,4.627
600565,迪马股份,2.42,61.90亿,0.015,857.15亿,677.80亿,179.35亿,28.94,130.68,38.60亿,4.68亿,3944.40万,0.36,11.84万,39.23,1.382,0.429
002189,中光学,17.04,44.72亿,0.012,32.42亿,17.17亿,15.25亿,-,105.34,8.32亿,505.35万,311.48万,0.21,6.25万,358.96,1.372,1.052
002835,同为股份,11.19,24.57亿,0.011,11.01亿,3.46亿,7.55亿,-65.14,38.29,1.76亿,257.94万,249.92万,0.33,2.84万,245.83,2.270,1.578
688311,盟升电子,82.68,94.81亿,0.010,21.68亿,5.23亿,16.45亿,-,33.20,1990.90万,183.44万,91.68万,0.06,1.63万,2585.22,5.722,5.268
600728,佳都科技,7.68,132.9亿,0.010,99.95亿,44.84亿,55.10亿,-,132.95,10.24亿,1857.96万,1707.08万,0.31,29.67万,194.58,1.650,1.483
600071,凤凰光学,13.34,37.56亿,0.010,17.16亿,11.16亿,6.00亿,-,71.70,3.44亿,474.91万,378.21万,0.74,2.08万,248.28,0.990,0.769
688619,罗普特,25.50,47.76亿,0.010,19.51亿,4.93亿,14.58亿,-,73.73,4467.16万,42.16万,208.31万,0.23,1.47万,573.16,3.639,3.375
003004,声迅股份,24.70,20.21亿,0.010,8.33亿,1.19亿,7.14亿,-93.85,-17.10,2988.61万,196.87万,87.13万,0.12,7141,580.00,,
300155,安居宝,7.75,42.11亿,0.005,16.77亿,3.28亿,13.49亿,325.04,62.67,1.29亿,236.15万,275.71万,0.21,27.34万,381.84,4.141,3.284
300310,宜通世纪,4.96,43.73亿,0.005,23.91亿,6.85亿,17.06亿,-0.95,19.89,5.26亿,279.48万,437.23万,0.25,30.32万,250.04,2.850,2.408
300411,金盾股份,7.85,31.91亿,0.005,14.45亿,4.59亿,9.86亿,-96.96,-38.88,9242.92万,302.53万,213.17万,0.22,4.94万,374.26,3.762,2.986
300168,万达信息,12.47,148.1亿,0.004,67.57亿,52.60亿,14.97亿,-,183.60,8.32亿,286.71万,426.02万,0.30,13.42万,869.04,0.726,0.524
600100,同方股份,5.61,166.3亿,0.003,624.80亿,420.54亿,204.26亿,-,59.43,45.81亿,-4651.55万,838.74万,0.05,13.23万,495.61,1.131,0.756
000416,民生控股,3.64,19.36亿,0.002,9.60亿,3273.99万,9.27亿,-87.55,-23.35,979.24万,-3.19万,87.95万,0.10,3.69万,550.35,51.05,51.05
300302,同有科技,11.27,54.99亿,0.001,16.98亿,2.78亿,14.19亿,-,252.00,6700.51万,-19.01万,31.79万,0.02,17.05万,4324.60,3.829,2.942
688333,铂力特,206.73,165.4亿,-0.620,16.36亿,4.90亿,11.46亿,-,147.29,4548.53万,-5386.43万,-4995.40万,-4.32,9408,-82.77,4.258,3.108
300523,辰安科技,27.18,63.23亿,-0.340,28.70亿,11.79亿,16.91亿,-,-52.52,1.28亿,-7571.51万,-7803.67万,-5.05,3.35万,-20.26,2.261,1.795
600990,四创电子,37.41,59.55亿,-0.297,73.49亿,48.01亿,25.48亿,-,29.30,1.93亿,-4832.39万,-4721.42万,-1.84,1.81万,-31.53,1.322,0.837
300469,信息发展,11.19,22.95亿,-0.120,11.18亿,8.48亿,2.71亿,-,254.55,7404.50万,-2644.75万,-2409.15万,-10.79,4.09万,-23.82,1.023,0.896
600734,*ST实达,2.54,15.81亿,-0.117,21.79亿,33.23亿,-11.44亿,-,67.77,2.12亿,-7821.34万,-7292.07万,-,6.88万,-5.42,0.387,0.319
300297,蓝盾股份,3.76,46.99亿,-0.103,73.84亿,46.27亿,27.57亿,-,-61.18,6710.29万,-1.38亿,-1.29亿,-4.77,25.34万,-9.09,1.086,1.057
300367,ST网力,2.54,30.37亿,-0.102,29.44亿,28.49亿,9594.93万,-,1.59,2643.44万,-1.22亿,-1.22亿,-84.66,9.19万,-6.23,0.512,0.478
600268,国电南自,7.36,51.17亿,-0.100,79.48亿,48.10亿,31.38亿,-,89.06,7.53亿,-4509.73万,-6982.85万,-2.90,37.36万,-18.32,1.191,0.962
600855,航天长峰,12.33,55.38亿,-0.094,44.71亿,26.19亿,18.52亿,-,69.76,2.49亿,-4193.64万,-4104.27万,-2.00,4.16万,-33.73,1.511,0.983
600289,ST信通,3.12,19.69亿,-0.089,23.30亿,8.42亿,14.88亿,-,34.48,5779.63万,-5647.35万,-5646.56万,5.30,4.71万,-8.72,2.226,2.142
002583,海能达,4.64,85.36亿,-0.080,137.79亿,76.44亿,61.34亿,-158.10,-42.92,8.75亿,-1.83亿,-1.49亿,-2.43,18.13万,-14.29,1.202,0.889
603660,苏州科达,6.79,33.55亿,-0.078,32.98亿,14.34亿,18.64亿,-,52.50,5.50亿,-3662.01万,-3860.61万,-2.03,3.71万,-21.73,3.091,2.347
300167,迪威迅,6.43,19.31亿,-0.060,7.64亿,3.11亿,4.53亿,-,0.29,5089.11万,-2065.20万,-1793.90万,-3.91,17.77万,-26.90,1.697,1.534
300369,绿盟科技,22.33,178.3亿,-0.057,39.19亿,6.95亿,32.24亿,-,47.04,2.43亿,-4083.09万,-4527.35万,-1.30,22.65万,-98.44,4.242,4.094
002528,英飞拓,3.54,42.43亿,-0.056,77.87亿,40.42亿,37.44亿,-,7.34,7.69亿,-6447.58万,-6679.09万,-1.77,3.88万,-15.88,1.336,1.119
300370,ST安控,2.21,21.15亿,-0.055,28.86亿,24.27亿,4.59亿,-,45.55,6793.07万,-6240.66万,-5223.19万,-13.05,15.40万,-10.12,0.673,0.559
600654,ST中安,1.86,23.86亿,-0.050,45.76亿,45.49亿,2651.45万,-,36.66,6.61亿,-5851.49万,-6303.56万,-103.18,5.51万,-9.46,0.744,0.710
300603,立昂技术,11.06,46.62亿,-0.050,26.89亿,11.90亿,14.99亿,-162.52,-55.52,1.71亿,-1821.52万,-1999.37万,-1.36,14.29万,-58.29,1.582,1.437
300188,美亚柏科,19.67,158.6亿,-0.039,42.04亿,9.14亿,32.90亿,-,19.11,2.74亿,-3662.22万,-3146.68万,-0.96,15.83万,-126.02,3.178,2.403
002052,ST同洲,1.92,14.32亿,-0.035,5.93亿,3.87亿,2.05亿,-,-60.11,7251.43万,-2597.93万,-2597.93万,-11.90,8.69万,-27.57,0.773,0.666
300311,任子行,9.99,67.30亿,-0.033,15.54亿,6.19亿,9.35亿,-,-0.42,9374.59万,-2879.77万,-2234.89万,-2.51,105.28万,-75.28,1.676,1.303
300098,高新兴,4.90,85.15亿,-0.032,59.15亿,25.68亿,33.46亿,-,2.54,3.91亿,-6875.84万,-5641.68万,-1.71,51.51万,-37.73,1.705,1.324
300449,汉邦高科,7.44,22.19亿,-0.030,14.36亿,5.29亿,9.07亿,-170.68,36.41,7450.11万,-887.66万,-899.55万,-0.99,5.39万,-61.67,1.264,1.200
300270,中威电子,6.47,19.59亿,-0.019,10.11亿,2.25亿,7.86亿,-,18.49,3090.72万,-240.39万,-560.30万,-0.71,6.58万,-87.42,3.169,2.955
300352,北信源,5.74,83.22亿,-0.017,28.34亿,6.69亿,21.65亿,-612.96,-22.51,8546.42万,-2901.68万,-2468.91万,-1.14,41.60万,-84.27,2.944,2.367
300074,华平股份,4.17,22.26亿,-0.015,16.38亿,4.78亿,11.60亿,-,41.75,6768.54万,-878.40万,-793.10万,-0.69,8.30万,-70.18,2.030,1.762
603819,神力股份,8.32,18.12亿,-0.010,16.30亿,7.88亿,8.42亿,-149.30,29.05,2.90亿,-368.15万,-226.18万,-0.30,1.06万,-200.23,1.272,0.954
300076,GQY视讯,5.72,24.25亿,-0.010,11.02亿,7399.71万,10.28亿,-181.88,23.66,2921.97万,-358.34万,-376.56万,-0.37,14.44万,-161.02,13.09,12.44
300213,佳讯飞鸿,6.62,39.47亿,-0.009,29.38亿,8.17亿,21.21亿,-,4.76,1.61亿,-183.04万,-504.41万,-0.24,22.35万,-195.61,2.604,2.365
688609,九联科技,17.58,87.90亿,-0.003,26.83亿,14.88亿,11.95亿,-,42.03,4.88亿,-581.05万,-108.49万,-0.13,31.90万,-2025.54,1.532,1.239
